question,answer
"I noticed someone mentioning that the wave particle duality concluded that nothing would exist without life. This is absolutely untrue, an observer as defined by physics is very, very different to what the traditional sense of the word means?","the way i would think of it is, everything exists. but life is the only one who ever notices."
Hello you misspelled Uruguay on the map of Latin America in the video?,"sorry about that, i actually thought it was uraguay."
what did you do for the last 11 months?,i was making a video.
Will you make more history of x videos pls?,i would like to perhaps do something a little bit different.
whos ur main in super smash bros?,link.
how would you be everything if you are nothing and everything is nothing but nothing is everything?,how about being something.
im lonely?,me too.
I don't have a question I'm sorry?,that's ok.
on a scale from -1 to 42 how much do you like hamburger helper?,i have never tried it.
have you ever had to pull an all-nighter f0r a video?,"does it count if you wake up at the beginning of the night, work all night, and then go to sleep in the morning."
CONGRATS ITS [HOTWIG] OUT now what?,i can't tell you.
Uh hi you forgot brexit in that video on the history of the world but other than that you did well kthxbye?,"i did not forget brexit, i decided it would be irresponsible to mention brexit because what if the entire EU collapses next year. then it will look pretty silly to only mention brexit, when brexit is really a small piece of a larger story."
are you obama?,no.
Why did you make this?,so i can answer peoples' questions.
"Bill! Congratulations on releasing your new video! Its a good one. My question is, where will you go from here? I mean, the history of the world is an ambitious topic, and you pretty much nailed it. So how can you one-up that? *<*?",i can't tell you.
how are there 3 americas but only one part of one america is the real america?,"united states has aquired the nickname america which i think is unfair, because america actually means that huge entire continent in the western hemisphere, actually it's 2 continents."
What is your favorite word processer?,"that simple one that probably comes with your computer. not the weird one, the simple one."
"Oh shit, do we get more songs i like songs songs are good yes please?",oh hell yeah.
This is a question?,are you sure.
you forgot about the troubles in ireland?,"no i didn't. but it is not in the video i just made, unfortnuately. not everything in the universe fits into 20 minutes. i'm so sorry."
will you do an ama on /r/videos please we love you?,"i have answered over 15,000 questions on this site, and will answer many more, in the future. that will have to be good enough."
do you feel relived finishing history of the entire world?,oh hell yeah.
"great video, I think you went a bit overboard with the detail though?",some people think i didn't include enough.
"the video was brilliant, like, really good. i especially enjoyed the swahili gold line, haha. looking very forward to the upcoming songs and journals! thanks for the great content - amani?","oh wow, i remember you emailed me from africa the day i wrote that line. that must have been way back in july or august."
are you ever gonna work on a ten minute long video ever again?,i'm not sure.
hey can you do more really long videos please or give me a way to listen to you talk about more things at length?,i will see what i can do.
Are you happy with the final version of HOTEWIG?,it will have to be good enough.
now that you're done with the history video can I have my short songs please?,which ones are yours.
HOLY FUCC YOU DROPPED THE VIDEO WOAHHHHHHHHHHHHH?,
T H E  V I D E O  I S  N O T  O N  Y O U R  W E B S I TE?,"it is now. it took a little while to upload, it's pretty long."
HOLY SHIT?,
What was the date when you first started on history of the entire world I guess?,"june 16, 2016."
DUDE I FUCKIJG LOVE YOU!!!! THANJS SO MUCH HOYL SHIT?,
IIIMMMM SOOOO HAAAPPPPPYYYYUU?,
AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH?,
BILL OMG YOU DID IT I LOVE IT CONGRATS?,tahnks.
was the i guess always planned for the title or was it added at some point in your creation process?,"i think i had the title finalized when i started writing. i think i questioned it a few times, but i kept coming back to it."
Bill I just got the notification for your new video I think I shit myself what do I do now?,continue living your life in a way that you feel is appropriate.
:0000000?,
What term would you describe your music with? I like big city?,"i am more interested in making the music, instead of describing it. that way, you can hear exactly what it sounds like."
Why you no answer my questions?,
how will you deal with the hate when people find out you will be doing songs in the future and not even crazier history videos?,"the same way i deal with all the other hate i always get for going in any direction, instead of a different direction."
"why don't you turn on youtube ads, you can probably use that money to hire someone to accelerate the making of content, even if you don't want that money?",
"i corrected some mistakes in the questions graph and added in the data from ask.fm, i think the trend is much clearer now: http://imgur.com/z4YpC3dsome of the dates are questionable due to time zone discrepancies, but then again the graph only tells the dates the questions were asked, not answered. in 2015 you answered on average about 2.5 questions per day, in 2016 the average was about 30 questions answered per day, and so far the 2017 average is nearly 49 questions answered per day (as of 4.30.17). as of today i think it's fair to say you've answered over 17,000 questions.raw data is here: https://pastebin.com/D82PfQuG?","ah, nice job. if you email me the image maybe i can post it here."
"Hi Bill. I have a confession, i'm gay?",ok.
a lot of your videos short videos have it?,"no they don't, all that music was custom composed to fit the video."
"Why don't you put ads on your videos? I mean, money bro?",
"I am so focused on gathering knowledge that I find it difficult to form opinions based on the knowledge I gather. I am always afraid that I will have missed some monumental information that would utterly destroy my worldview. Am I simply to be a vast database whose purpose is to dispense knowledge for others to make into opinions and consequent actions? (I'd be totally cool with that, but I'm running it by you first.)?","i don't think you need to try to have opinions. opinions are fine, but they are not something you want to necessarily aim for. this world is a very intricate mix of different elements, all flying in different directions. it's nice to take it all in together."
i really like rewatching videos i make. why might this be?,because you made them how you like them.
i've sent you many questions but you seem not to ever actually respond to them so i wonder how you choose which questions to respond to and which ones to ignore because there must be some questions that you just overall really don't want to answer and this is probably one of them sorry its so long bye?,
are you at the home stretch?,i think i'm in a weird strange void beyond the home stretch.
popsicles or vegetables?,
"Something that happens to me all the time on this site is that I ask you a question, check back two or three days later to see the answer, and I can't find it because I forgot what I asked. :(?",
lol wouldnt it be funny to make the video and then just not post it?,"i've never thought of that before, but i'm starting to think that would be funny."
Are humans boats?,i'm not sure.
"are you obsessed with time? do you think time is also obsessed with you? (i think it is, and it seems to love you very much. because usually time doesn't give people so much quality time, and gives them quite a lot of bullshit time. it seems to give you mostly quality / efficiency tho. so you get more time for your time.) i think you and time love eachother :)?",time and also space are very important to how everything in this world works. i think thinking in terms of time and space is extremely useful in a wide range of situations.
what's your opinion on the people who have given up on waiting for the new video and they lost interest in it?,that seems like it's none of my business.
"you are okay with profanity,?",i don't have a good system for determining whether a word is 'profanity'.
You've increasingly have been saying I can't tell you. What can you tell us in regarding to the status of HotEWIG? -Jaz?,i'm not talking about it anymore.
"do you ever feel like you don't know what the fuck you're doing, or what the fuck is going on?","sometimes, but not too often anymore."
is figuring out how to cut corners on the video (or any project) while also making sure you're satisfied with it a challenge?,yes.
what type of people do you like?,each person is a unique blend of types.
is it possible to get a sweet record deal from yourself?,sure.
how the hell does one become as patient as you?,find out about the sweet rewards.
MUSIC IS SO GREAT?,"ah, i know what you mean."
When will there be a new YT upload?,
do you think trigonometric functions have anything to do with trigonometry or functions?,"i always assumed they did, but now i'll have to think about it."
will there be more history lessons about countries other than japan? (by yourself)?,perhaps i could think of something a little more interesting than a country.
opinion on nouns?,it's things! and stuff.
"did you ever wish to be normal? if so, how did you rid yourself of this perverse desire?","i originally thought i was normal, until i realized that everyone else was different."
at what point in the song writing process do you usually decide on a  name?,"whenever it becomes obvious. or it does not become obvious by the end, then i will have to figure something out."
how do I become attractive to my target demographic?,"i think it works better if you choose your target demographic based on who already would find you attractive, the way you really are."
"huiahuihewlklkfgkldfngjnreknkgjer?thanks,heuwi?",i will see what i can do.
what is the answer to the multiple choice question in i'm crazy / it's raining?,i don't remember what the question was.
why haven't you uploaded anything in a while?,
should i worry?,you can if you want.
what party are you associated with?,none.
what do i put in this box?,"a question, or perhaps something else."
Is art dead?,no.
what's your favorite subject?,how to figure out what the hell is going on.
Can I blink?,you will have to try and see.
Am I cool?,
This is a statement?,
Do you like any of the things?,oh hell yeah.
Do you like rulers?,they are ok.
Do you like turquoise?,it's ok.
How do you deal with stress?,
When did you start making music?,
What is the point of existence?,
Why do you exist?,
How did you become a positive person in spite of a not positive world?,the world is a mix of positive and negative. people seem to mostly be the same way.
why do you not make any more history videos?,i have been making one for the past 10 months.
i only passed the japan portion of my test?,
In hotewig will you be speaking at the same speed as in hoj?,approximately.
"Since you pressed caps lock in that one answer,?",i have used caps lock in many answers before.
Make a song?,i will make them all after i finish this video.
do you ever think about how cool the world is and feel nice like wow earth is a rad place humans r so cool?,yes.
also how excited r u for the new songs?,"very, extremely."
;ly u spel questio n rong?,
pictures of richard nixon sweating?,i don't think i have any but that sounds cool.
how do I check whether I'm alive? I know my body is alive but what about me?,asking if you're alive is one of the strongest signs of being alive.
are you one of those people who never finish anyth?,no.
can you tell us if the video will be out before this Thursday AKA The AP Global Exam?,
do you like green piags?,they are ok.
Release the video so I actually have something good going for me during finals week?,
What is your favourite shade of green?,whichever one seems to work best for the situation it is used in.
Srsly what video takes 10 months to make?,"the one i am making now, perhaps some others i guess."
do you think pressure from society inherently Bad?,"i think there is pressure all over this universe, which is what makes it what it is."
do you think physics is interesting? i think it's very cool and good and i love it?,yes i agree it's pretty cool.
"Please drop a hint while answering this question, even though it isn't a question?",that reminds me of when the dutch stole the spice trade.
this statement is false?,"ah, i see what you mean."
what's the password for the text field on your reality page?,
Can you explain the Persians? Like Persia and stuff?,i will try.
can you please catalog this page so I can go see when questions were asked?,"the date/time each question was asked is shown in yellow, next to the question."
do you ever think of something funny so you ask yourself on this website and then answer it because its funny? I hope that makes sense?,
how many genders are there?,
"What made you start making videos on Youtube? I know some videos weren't originally made for Youtube, but I'm just curious about how you got their and what motivated you :)?",
am i dead?,
"also, do you listen to your pre-recorded voicelogs on like 3x speed? that's how i skim huge things of audio. you would think you lose the ability to hear sentences, but you don't?","i go 3x through the long gaps, but when there's talking i go to 1 or 2x. faster than 2x starts to get hard to understand."
what do you consider weird?,being normal.
the video will come out nowhere near summer-bill wurtz?,"ah, i see your point. i will cancel the video. the video is cancelled."
happy birthday?,
http://www.in-groundtrampolines.com/wp-content/themes/in_ground_trampolines/images/body_bg.jpgground or sky?,that looks like about 2/3 sky and 1/3 ground.
"dude. how do you work s o hard, all the time, and not go crazy?",i was already crazy before. i'm working to make people understand.
"zimbabwe or uganda? (which one do you prefer, dont try to be smart like the time i asked you tits or ass)?",i like the unique qualities of each one.
"please live forever, if you can. thank you?",i'll see what i can do.
what are the odds of you saving the universe from it's eventual heat death?,i will try to help if i can.
bill my earbuds stopped working completely in one ear. how should I solve this problem?,get new ones.
Would you like to answer this question?,sure.
do you ever end questions with a period. i think this is a nice style?,"yes, i agree. i think it's sometimes interesting to do that."
have you ever thought that our motivations are deeply rooted in wanted to impress people?,"i think there is a deeper layer than that, which is to survive. impressing people does actually help you survive."
"I think I understand why some people think you are waiting around to upload the video as if it isn't done. it is because on your instagram picture with the plan for HOTEWIG, you say the last thing you will do before uploading is drop crazy hints. by a sort of literal interpretation of thay, it must seem to some that you are done now and dropping crazy hints before uploading?",i think the dates shown for on the history of japan progress report do overlap in some cases.
"Isn't it convenient that some letters rhyme even though they are different letters? (B, C, D, E, GP, T, V, Z)?",it is convenient in some situations.
when did u get ur period?,so far i have never gotten it. i hope that's normal.
Are you ok with me writing nice stuff on here?,oh hell yeah.
have an estimate on your next video's release?  I won't take no for an answer?,
what is your favorite pokemon?,
please come to brazil?,
does your new video take the lord's name in vain?,it depends how you interpret it. also i don't really know what it means to take a name in vain. another thing i should point out is there are multiple lords mentioned.
how do i stop feeling sad about losing my atudent council election?,"look forward to your next election, in which you will have even more experience with elections than you did before."
did u ever make a reality video for when u were making HOTEWIG because i would really like to see the artistic process that u put into it?,"i have been recording journals every day just as i have for the last 7 years. making those journals into videos, as usual, will get kicked down the road until whenever it's a good time to put my entire career on hold."
Would you ever do a interview so your audience can really know who you are or are you just too shy? i'm curious?,"i have answered probably over 20,000 questions here. if you read this entire site, you will probably know me extremely well although you won't know what i eat for lunch i am sorry about that."
have you considered making another deadline to give yourself a final boost similar to the one in december? or would that trick no longer work?,right now i don't really need a boost because i am so close to finishing the project. the important thing now is that i make sure everything's ok.
"Whoa bill, is the stress of the project getting to you? I've never seen you use all caps before?","it has always been a valuable tool, in my repertoire."
why does everybody and their uncle's iguana want you to do collaborations?,i don't know.
can you explain gravity?,gravity is usually what explains other things.
"I think people get annoyed because you say very small things, so they assume it will take 5 minutes?","i've been working on this thing for 10 and a half months, i kind of want to make sure it's all set."
maybe you should just keep the video for yourself and not release it since people are so annoying?,you know i never thought about doing that but i am starting to consider it.
What do you recommend I study for my APWH test (May 11th)?,"i have no idea, i don't know what's on the test."
PS ILL PAY YOU LIKE 20$ TO GET THE VID UP BY MAY 11th like you don't have to no pressure but just a lik incentive ;)?,"i will finish it as fast as possible, regardless of how much money you give me."
when people ask two things with a question mark like sky or ground? they mean do you prefer one or the other like tits or ass?,"oh, ok. well even so, it's an impossible question. everything exists and i'm glad."
are you a mechanical pencil kind of guy?,yes.
Would you agree that basic income would be chaotic for a large country such as China or the US and would be better implemented in a country with a small population for the current global economy?,i never thought of it that way but you might be right.
when you fix big problems does it create smaller problems?,sometimes.
your recent capital-letter explosions are scaring me?,"if you think capital letters are scary, wait til you see what's going on in syria."
WHAT ARE YOUR KINKS?,talent.
"3x37 = 112, did you know that?","it is not, but i respect your opinion."
you are the definition of project delays?,THE PROJECT IS NOT DELAYED I HAVE BEEN WORKING ON IT EVERY DAY AS FAST AS I CAN FOR THE LAST 323 DAYS BUT I RESPECT YOUR OPINION.
when did you get the idea for a weekly/biweekly song schedule (for after hotewig)?,"when i accidentally wrote 100 times more songs than i could ever record, and then instead of catching up i decided to do videos for a few years instead."
whats the weirdest question someone has asked you?,
can you explain me? i'm having trouble doing so?,i will try.
why is the ocean always so salty?,i'm not sure.
does answering stuff here bother you?,no.
do you believe other people can be successful using different strategies for success than you do?,oh hell yeah.
"I've noticed that in most of your work I've watched, including notes, you don't really come up with concrete characters, relying more on abstract details to get a sense of who the speaker/surroundings are. is this because you're limited by your medium, or just a personal preference for how you write?","i try to make it feel like you are in the story. the reason is because i have been in the story the whole time, and i desperately need you to know what it feels like."
Hi. I ordered a pizza from your establishment over 2 hours ago?,"you did not, but i respect your opinion."
and it still has not been delivered. Could you please get it here soon. Thanks?,
how evil r u?,i've never been tested.
cats or dogs?,
"i feel like i am thinking too much and not doing enough, how can i turn this around?  it's like i'm addicted to thinking but it kinda blocks the doing?","have you thought of thinking less and doing more? i would think you would have thought of that, especially during all the thinking. but that would be my first guess at a solution."
why am i small?,because most other things are larger than you.
ever do that thing where you hhaaaapptbtlpblbbflpplbtnglpvp?,yes.
"Are you enjoying making the new video,?",yes.
I'm gay?,ok.
I'll pay u $50 to get the video up before may 11th?,ok.
"Can you explain string theory,?",no.
"black holes,?",try setting the mass so high it breaks the game.
"wormholes,?",when a worm travels from one place to an entirely different place in the universe.
"parallel universes,?","when 2 universes are side by side, pointed in the same direction."
"time travel,?",so far it is the only type of travel that exists. it takes time to travel.
"movies,?",it's a video story.
"video games,?",it's like an interactive movie.
"money,?","it's the points you earn, in real life."
"computers,?","it's when people start to make people, out of metal."
I hope that was a good question?,
you can't be you forever?,"that's why i'm trying to do the best i can, as quickly as possible."
how do i sleep?,get so tired your brain starts making up its own reality. try to do it lying down in a safe place.
"Yes or no, will the video be out before june?",
how can i motivate myself to work?,do a project you want done.
"If there was one chord in music that you would name after yourself,?",no thanks.
best thing about humans?,they might invent themselves.
"Could you carefully explain the meaning of why we are here,?","we could be anywhere, but 'here' means where you are, so here we are."
"why anything exists,?",to see what it's like.
"how life came to be,?",i'm not sure.
"how earth isnt venus 2.0 yet,?",i thought venus was earth 2.0.
i like singing?,"ah, me too."
"Hey Bill, will your video be out before the AP World History test on May eleventh? (For my school anyways) P.S. We watched your Japan video in class it was great ;)?",
how does world work?,somehow dna got invented out of nowhere and then what the fuck.
Do you actually have a Tumblr? I found an image of shoes on your keyboard there?,i made one in 2013 and then immediately realized that i would rather make my own website.
"I know you're a proponent of the idea that we're free to do whatever we won't do,?","not necessarily. that was a lyric i used, in a piece of music."
"Can you explain faith,?",it's believing stuff.
"life,?",it's when stuff learns how to clone itself.
"existence,?",it's what 'is' means.
"the universe,?",i guess it's the time and space where we live.
"luck,?",it's what happens when you don't make anything happen.
"HoTEWIG,?",no.
"randomness,?","it's like cause and effect, but without the cause."
"order,?",it's like a thinking exercise.
"imagination,?",making worlds.
"intelligence,?",it's like a cube with only one side.
"measurement,?",sizing things up.
"time,?",do you remember when i said remember.
"space,?",it's wild you can be places.
facts?,things you think are true.
do you just ignore sponsorships and collabs and stuff?,sometimes.
"Do you play videogames? If so, could you name your favourite one?also thanks for existing?",
When will you upload your sad page?,i don't have a sad page.
"Can you explain visual art,?",it's when you make stuff look cool.
"music,?",it's when you make stuff sound cool.
"physics,?",it's how stuff moves.
"chemistry,?",it's how stuff tastes.
"history,?","it's what happened, before."
"nature,?",i think it means anything on earth that is not a result of the strange recent rapid advance of humans? although i don't think it's fair to exclude that.
politics?,how to convince the public you have perfect morals.
Do you feel a lot of pressure to do the video?,yes but the only pressure that has any effect is the pressure i get from me.
Do you enjoy watching ap world history students suffer?,i don't enjoy watching anyone suffer.
your opinion on a space elevator?,seems legit.
why do you usually seem unsure about your answers?,i think my answers usually seem highly (very) sure. but i respect your opinion.
hi how are you?,good.
thank you i hope you have a nice day and i hope the next time you eat breakfast it's a really good breakfastlike i had a really good breakfast todayand i figure likethat's one of the best things i can realistically wish peoplesoi hope you have a great greakfastlikesuper goodsorry for that tangent?,it's ok.
i'm gonna go nowbyehaveagreatbreakfast?,
hey billy boy i am just here to ask if you do or do not hav?,it is best to do both some times.
"Is answering these questions taking a break from your new video,?",yes.
how do u beat the heat on a hot day?,"use an airconditioning machine, in a closed room. or travel to a cooler climate, perhaps in the recessive hemisphere."
what would you do differently if you were famous world wide? Like actual famous with millions of fans etc?,"nothing fundamentally differently. although there will be live shows, regardless."
what stocks should i invest in?,the truth.
String cheese: yes or no?,
was the party you said you'd throw if you met that impossible dec 1 deadline also a nap?,"probably, and also getting right to the song list."
"yo its the person who questioned why your entire body catches on fire while reading youtube comments, and i have done what you suggested and 1) oh. wow 2) is that what the questions page is like as well?","no, it's a bit more reasonable."
are you ever afraid that nothing is real?,if nothing is real than what the hell have we been using the word real for.
and we are all just robots?,"we surely are robots, although we are much better robots than any of the robots we have invented so far."
why. why do you work so hard?,most people think i don't work at all.
do you face your fears or cower away?,i like to do a little of both.
"My boyfriend likes pancakes more than waffles, but it's common knowledge that waffles are superior than pancakes (i.e. versatility, carries more syrup etc). How can I gently let him know he's wrong without saying he's stupid?",send pancakes and waffles to starving children in nigeria and see which ones they eat.
do u consider yourself to be a very good entity that enjoys maple syrup?,i never thought of it that way.
is HOTEWIG going to be in chronological order?,"ah yes, that's one of the reasons it drove me insane and took so long to write."
how to do a money music gig?,"get there on time, know your setup, dress how they want you to dress, know the material, and execute it passionately, within the guidelines required. and at the end if they forget to pay you, politely remind them. that is how to do the gig, not how to get the gig. the way you get the gig is someone recommended you after working with you on a previous gig, in which you did all of the above. i hope that makes sense."
"i feel like i am completely fucking crazy, like not mentally ill but just completely weird when i'm alone. how the hell do i find someone who finds craziness endearing, and not just offputting?","the world largely finds craziness endearing and wonderful. it also sells. if you aren't seeing results from it, then you just have to adjust the presentation slightly. but if you already have the craziness, then i guarantee you are 90% of the way to wild success, and fortune. people who don't have craziness usually have to work much harder."
i can't think of an analogy for wasting time. can you help. i want it to sound like I'm wasting time like a Something Something. thanks?,average bandit.
what shall i do if i want to get outta this place but cannot?,"well if you believe you can't leave, then stay i guess."
did you put some excitement & fun in hotewig?,hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha let me check.
why did you start the questions in the first place? thanks?,
which do you prefer: typing journals or writing journals? just wondering. thanks?,"there are advantages and disadvantages to both. typing allows for more words, much faster, but if it's handwritten you can go readily crazy with the visual style and even draw."
you should release HOTEWIG on the 1 year anniversary of history of japan oh wait that already passed nvm?,i am not too interested in those kinds of anniversaries. but the video was not done by that time anyway.
how do I stop hating myself?,try to be more how you like.
"are you wxcjidshfqre, tho?",i think so.
what's a good question to ask you?,
whats the difference?,there are many different differences.
will you be answering questions while you upload the new video?,maybe.
when did you begin to upload shit on the internet?,2014.
would typing be safer than writing? (less likely to be lost)?,there are ways for either to get lost.
When will you return?,
"if there is a section in HoTEWIG covering the two World Wars,?","yes, actually 2 sections."
why did you request to become verified on twitter?,i did not.
Please kill me?,
will the video be released within the next seven days?,that would be nice.
"hi, what do u think are critical parts of japanese history to learn? I got a final tomorrow?","just learn whichever part you want. unless you have to take a test written by someone else, in which case you will have to check with them and see which parts they want you to learn."
is either iridium or chocolate mentioned in the new vid?,"maybe iridium, i can't remember."
date me?,ok.
bill i think the speed of light is absolute by Einstein's special relativity. but all that stuff is confusing so idk?,it's tough for the characters in a story to figure out how the story is being written. but who knows maybe they can.
wat is this chord at 3:34 https://www.youtube.com/watch?v=Fji493S90go?,"it really seems to be just D#aug7#9. i don't think the notes are written right, certainly Dnat is not in it, although it looks like that note is written in the chart. also C natural appears to be written but i don't think is actually in it, that would be a disaster. B, C#, G, F# are really the notes that we're working with here. also A could be buried in there somewhere but with the harmonica on A# you can't tell. and D# in the bass of course. sounds like a pretty standard D#aug7 (in the key of G#min) with all the usual suspects that you would find in a stevie sort of world."
how big is your cucumber?,i don't have any cucumbers.
Is Lenin in the new video?,he was already in an instagram.
you sure answer a lot of questions?,i guess you're right.
